cik,sic2,op_income_loss_cy2025q1,revenues_cy2025q1,revenues_cy2026q1,opmargin_cy2025q1_level,prior_year_opmargin_level_rank,gross_profit_cy2025q1,gross_profit_cy2026q1,ocf_cy2025q1,ocf_cy2026q1,assets_cy2024q4i,assets_cy2025q1i,assets_cy2025q4i,assets_cy2026q1i
0000940944,58,418200000.00,3158000000.00,3345300000.00,0.132426,2344.0,673000000.00,703600000.00,,,12940200000.00,12560900000.00,12940200000.00,12888800000.00
0000943452,37,474000000.00,2610000000.00,2950000000.00,0.181609,1624.0,900000000.00,1061000000.00,191000000.00,199000000.00,18702000000.00,19096000000.00,22069000000.00,23196000000.00
0000943819,38,426268000.00,1291736000.00,1431406000.00,0.329996,1046.0,766409000.00,890979000.00,,,7141334000.00,7566822000.00,8503370000.00,8784285000.00
0000944075,35,-893673.00,3965920.00,3700309.00,-0.225338,908.0,1997894.00,1897519.00,-732970.00,-768856.00,27345781.00,27159317.00,14437340.00,13900557.00
0000944695,63,186400000.00,1603200000.00,1701400000.00,0.116267,2382.0,,,38900000.00,118800000.00,15274500000.00,15470300000.00,16945900000.00,16527700000.00
0000944809,28,-67168000.00,149952000.00,124196000.00,-0.447930,299.0,42620000.00,45755000.00,-34554000.00,-19310000.00,2200212000.00,2128327000.00,1931944000.00,1856796000.00
0000945114,50,18200000.00,321000000.00,350400000.00,0.056698,2163.0,112100000.00,121900000.00,3400000.00,6400000.00,520700000.00,536700000.00,580800000.00,581100000.00
0000945841,50,77538000.00,1071526000.00,1138014000.00,0.072362,2153.0,312369000.00,329870000.00,27224000.00,25740000.00,3368184000.00,3712449000.00,3626126000.00,3999306000.00
0000945983,50,4778000.00,138044000.00,182376000.00,0.034612,2179.0,23396000.00,26500000.00,8457000.00,16826000.00,469179000.00,370053000.00,460233000.00,458838000.00
0000946563,38,-4676752.00,8295173.00,7177397.00,-0.563792,1538.0,-1911.00,-838408.00,-1475185.00,-1368129.00,160724202.00,149307449.00,142630289.00,137595357.00
0000946644,28,-3619000.00,16000.00,22000.00,-226.187500,2768.0,,,-2361000.00,-2719000.00,8608000.00,6248000.00,5782000.00,8585000.00
0000948320,80,-1181717.00,50887899.00,50162956.00,-0.023222,1004.0,42751437.00,44237457.00,3068387.00,444624.00,76096297.00,73614333.00,70411319.00,70124668.00
0000948708,73,-5210000.00,4621000.00,4221000.00,-1.127462,1599.0,3363000.00,3310000.00,-602000.00,-3752000.00,48046000.00,43364000.00,24971000.00,25794000.00
0000949157,33,42800000.00,633900000.00,649200000.00,0.067519,2505.0,57300000.00,118800000.00,72300000.00,68400000.00,2120000000.00,2132800000.00,2269300000.00,2654900000.00
0000949870,20,33776000.00,453867000.00,433930000.00,0.074418,2017.0,219263000.00,213961000.00,1939000.00,-20435000.00,1250018000.00,1240224000.00,1193595000.00,1171049000.00
0001000228,50,175000000.00,3168000000.00,3368000000.00,0.055240,2166.0,1000000000.00,1070000000.00,37000000.00,-97000000.00,10218000000.00,10480000000.00,11215000000.00,11304000000.00
0001000623,26,-430600000.00,484800000.00,479600000.00,-0.888201,2640.0,72600000.00,84900000.00,-15900000.00,1000000.00,2447900000.00,2052300000.00,2051600000.00,2034700000.00
0001000694,28,515513000.00,666655000.00,139514000.00,0.773283,140.0,,,-185502000.00,-32423000.00,1560418000.00,1292992000.00,1176512000.00,1043162000.00
0001000697,38,151745000.00,662000000.00,1267000000.00,0.229222,1067.0,,,260000000.00,-3000000.00,4553795000.00,4591576000.00,5077000000.00,24531000000.00
0001000753,73,68000000.00,1863000000.00,1895000000.00,0.036500,1317.0,310000000.00,302000000.00,-443000000.00,-67000000.00,2597000000.00,2143000000.00,2203000000.00,2196000000.00
0001001115,38,-10281000.00,18023000.00,19742000.00,-0.570438,1543.0,1748000.00,694000.00,,,159939000.00,148964000.00,144618000.00,136716000.00
0001001233,28,-29628000.00,6437000.00,1442000.00,-4.602765,386.0,,,-26149000.00,-19282000.00,101635000.00,86166000.00,59745000.00,59965000.00
0001001250,28,306000000.00,3550000000.00,3712000000.00,0.086197,219.0,2661000000.00,2836000000.00,,,19760000000.00,19886000000.00,19634000000.00,19664000000.00
0001001316,28,8622000.00,120856000.00,204918000.00,0.071341,227.0,,,-28715000.00,-17894000.00,577690000.00,656689000.00,1063253000.00,1528837000.00
0001001614,13,49502000.00,102457000.00,113881000.00,0.483149,1738.0,,,50381000.00,47176000.00,993501000.00,994944000.00,1169578000.00,1180081000.00
0001001838,10,1535500000.00,3121900000.00,4251400000.00,0.491848,60.0,,,721400000.00,1694500000.00,18713500000.00,19791200000.00,21381400000.00,21929900000.00
0001002590,59,125372000.00,743045000.00,766715000.00,0.168727,458.0,259885000.00,,,,986752000.00,1059466000.00,1054029000.00,1164226000.00
0001002638,73,209090000.00,1254363000.00,1282504000.00,0.166690,1213.0,898254000.00,937273000.00,,,13731713000.00,13754826000.00,13570162000.00,13325101000.00
0001002910,49,430000000.00,2097000000.00,2176000000.00,0.205055,1940.0,,,431000000.00,421000000.00,44598000000.00,45665000000.00,48476000000.00,49846000000.00
0001003078,50,62246000.00,891717000.00,917774000.00,0.069805,2157.0,365230000.00,377588000.00,,,2473522000.00,2462178000.00,2487066000.00,2450817000.00
0001004724,65,-318000.00,7190000.00,21162000.00,-0.044228,2108.0,,,236000.00,-890000.00,60465000.00,59279000.00,67809000.00,67283000.00
0001004980,49,1220000000.00,5983000000.00,6881000000.00,0.203911,1941.0,,,2848000000.00,2430000000.00,133660000000.00,135443000000.00,141611000000.00,141953000000.00
0001005101,61,-1572000.00,5522000.00,7189000.00,-0.284679,100.0,4874000.00,6791000.00,,,32998000.00,33469000.00,27799000.00,28051000.00
0001005210,59,158413000.00,587663000.00,551206000.00,0.269564,457.0,,,,,2384626000.00,2399899000.00,2395780000.00,2426635000.00
0001005284,36,69664000.00,166277000.00,142211000.00,0.418964,521.0,128143000.00,106090000.00,30562000.00,108876000.00,1832333000.00,1864487000.00,1963762000.00,1894716000.00
0001005757,73,29383000.00,299453000.00,313732000.00,0.098122,1265.0,,,11469000.00,-1163000.00,1500687000.00,1419004000.00,1544607000.00,1481395000.00
0001006028,28,-584000.00,489000.00,506000.00,-1.194274,335.0,283000.00,269000.00,,,574000.00,1057000.00,788000.00,1558000.00
0001006045,38,-205000.00,11896000.00,11799000.00,-0.017233,1206.0,5055000.00,4741000.00,-1149000.00,-1335000.00,29135000.00,34236000.00,29151000.00,28274000.00
0001006281,28,-4145000.00,10113000.00,33750000.00,-0.409868,297.0,,,-5058000.00,22025000.00,73417000.00,73892000.00,82346000.00,102336000.00
0001006655,13,1586000.00,22561000.00,20168000.00,0.070298,1857.0,,,,,160217000.00,156394000.00,169265000.00,169760000.00
0001006837,34,3400000.00,274200000.00,364800000.00,0.012400,2250.0,45500000.00,53500000.00,-14100000.00,45500000.00,891100000.00,868000000.00,950100000.00,936800000.00
0001007019,20,888615.00,23320061.00,22126156.00,0.038105,2033.0,3730172.00,3487068.00,,,38881683.00,39728984.00,41153601.00,39094318.00
0001007587,48,-2243000.00,25414000.00,32318000.00,-0.088258,43.0,,,-1277000.00,-8259000.00,155081000.00,151434000.00,151500000.00,154565000.00
0001009829,39,-3757000.00,113253000.00,106676000.00,-0.033174,2399.0,39013000.00,35606000.00,-1700000.00,21795000.00,444869000.00,405871000.00,442197000.00,400446000.00
0001009891,37,-746000.00,12135000.00,11606000.00,-0.061475,1676.0,2034000.00,2602000.00,1525000.00,-1298000.00,51011000.00,48388000.00,58329000.00,59216000.00
0001010086,28,-2255398.00,7040815.00,6242580.00,-0.320332,289.0,,,7061876.00,-8663895.00,244337026.00,247067209.00,219467434.00,219387858.00
0001012019,55,91869000.00,1850830000.00,1684185000.00,0.049637,1840.0,357760000.00,343800000.00,153526000.00,60401000.00,4617547000.00,4687941000.00,4430536000.00,4516055000.00
0001013237,73,185492000.00,570660000.00,611019000.00,0.325048,1112.0,,,,,4048585000.00,4241442000.00,4220784000.00,4219830000.00
0001013488,58,14950000.00,347973000.00,358118000.00,0.042963,2471.0,,,4621000.00,42983000.00,1041064000.00,1019847000.00,1015455000.00,999067000.00
0001013857,73,126989000.00,475633000.00,429973000.00,0.266989,1141.0,373183000.00,323219000.00,204228000.00,212251000.00,1768273000.00,1321950000.00,1631844000.00,1550998000.00
0001013871,49,1134000000.00,8585000000.00,10256000000.00,0.132091,1975.0,,,855000000.00,-169000000.00,24022000000.00,24991000000.00,29140000000.00,40053000000.00
0001013880,73,24189000.00,534228000.00,496175000.00,0.045278,1309.0,,,21592000.00,27535000.00,1753380000.00,1726236000.00,1499082000.00,1412615000.00
0001013934,82,39794000.00,303590000.00,305928000.00,0.131078,2204.0,,,67656000.00,87374000.00,2049735000.00,2074213000.00,2038540000.00,2078376000.00
0001014473,73,271200000.00,402300000.00,428900000.00,0.674124,1041.0,,,291300000.00,272400000.00,1406500000.00,1447700000.00,1325900000.00,1297200000.00
0001014739,80,79188000.00,1332972000.00,1350654000.00,0.059407,992.0,263052000.00,262014000.00,-7214000.00,-12110000.00,3421743000.00,3308513000.00,3455769000.00,3380100000.00
0001014763,35,-3162871.00,106207.00,161.00,-29.780250,2725.0,87974.00,-602.00,-1224578.00,-983421.00,28820199.00,26353076.00,20871108.00,22081583.00
0001016281,72,31564000.00,107069000.00,106120000.00,0.294801,2122.0,37842000.00,38640000.00,13792000.00,14898000.00,1279580000.00,1275229000.00,1345905000.00,1348318000.00
0001017303,35,-15000.00,13053000.00,14415000.00,-0.001149,856.0,6359000.00,7253000.00,-161000.00,-946000.00,44034000.00,44164000.00,44769000.00,47887000.00
0001017655,73,-159129.00,4377790.00,5326545.00,-0.036349,1403.0,1020076.00,1060588.00,-477568.00,-130865.00,8440058.00,7845324.00,8277764.00,8391614.00
0001018164,50,23903000.00,157732000.00,194346000.00,0.151542,2095.0,,,41013000.00,56677000.00,3297196000.00,3274633000.00,3936315000.00,3506185000.00
0001018724,59,18405000000.00,155667000000.00,181519000000.00,0.118233,462.0,,,17015000000.00,26032000000.00,624894000000.00,643256000000.00,818042000000.00,916630000000.00
0001018840,56,101533000.00,1097311000.00,1113821000.00,0.092529,2288.0,,,-4000000.00,44256000.00,3299887000.00,3096176000.00,3541874000.00,3452964000.00
0001018963,33,146900000.00,1144400000.00,1151500000.00,0.128364,2420.0,235800000.00,262900000.00,-92500000.00,128200000.00,5230600000.00,5184000000.00,5099600000.00,5234100000.00
0001019849,55,329400000.00,7953800000.00,7863600000.00,0.041414,1847.0,1321400000.00,1299400000.00,291000000.00,215000000.00,17120900000.00,16931900000.00,17597700000.00,18318200000.00
0001020214,38,-5853000.00,43239000.00,53661000.00,-0.135364,1298.0,,,-844000.00,-3049000.00,200917000.00,206776000.00,221859000.00,222908000.00
0001020569,67,254294000.00,1592529000.00,1936149000.00,0.159679,875.0,,,197299000.00,338550000.00,18717115000.00,19362087000.00,21125019000.00,21486815000.00
0001020710,50,40515000.00,476569000.00,521658000.00,0.085014,2140.0,150265000.00,168606000.00,2973000.00,29569000.00,1349494000.00,1382512000.00,1685155000.00,1724782000.00
0001020859,51,15000000.00,8059000000.00,7723000000.00,0.001861,2299.0,1082000000.00,1049000000.00,,,7731000000.00,7617000000.00,7245000000.00,7187000000.00
0001021561,51,-9903000.00,364490000.00,320608000.00,-0.027169,2326.0,246961000.00,214463000.00,389000.00,-3919000.00,1468914000.00,1391411000.00,1405313000.00,1376798000.00
0001021635,49,133300000.00,747700000.00,752600000.00,0.178280,1950.0,,,15900000.00,175500000.00,13716000000.00,13953200000.00,14370500000.00,14472100000.00
0001021860,35,152000000.00,2103000000.00,2052000000.00,0.072278,816.0,447000000.00,379000000.00,135000000.00,-26000000.00,11361000000.00,11273000000.00,11291000000.00,11143000000.00
0001021917,65,-547711.00,92808.00,563431.00,-5.901549,2694.0,92808.00,205045.00,,,17015056.00,17232270.00,17278356.00,18216478.00
0001022079,80,346000000.00,2652000000.00,2895000000.00,0.130468,976.0,,,314000000.00,278000000.00,16153000000.00,15797000000.00,16225000000.00,16673000000.00
0001022321,46,21973000.00,398311000.00,446555000.00,0.055165,2541.0,,,24805000.00,81738000.00,7037692000.00,5211859000.00,4860703000.00,4836714000.00
0001022505,73,-61000.00,1894000.00,1576000.00,-0.032207,1399.0,941000.00,843000.00,,,3734000.00,4064000.00,2978000.00,2620000.00
0001022652,36,-424000.00,31673000.00,34338000.00,-0.013387,599.0,14983000.00,16597000.00,-3467000.00,1715000.00,99999000.00,92996000.00,93807000.00,84157000.00
0001022671,33,275144000.00,4369195000.00,5204858000.00,0.062974,2514.0,486544000.00,763223000.00,152603000.00,148316000.00,14935233000.00,15930428000.00,16419780000.00,16720219000.00
0001023024,28,26194000.00,197122000.00,237462000.00,0.132882,200.0,,,34991000.00,58375000.00,1284469000.00,1292428000.00,1440377000.00,1421970000.00
0001023128,55,406300000.00,9178300000.00,9271400000.00,0.044267,1843.0,1410400000.00,1421700000.00,322100000.00,-108400000.00,23122600000.00,23480200000.00,25107200000.00,25749700000.00
0001023313,87,-87591000.00,89876000.00,85454000.00,-0.974576,2572.0,,,26723000.00,25578000.00,503862000.00,439806000.00,404034000.00,409069000.00
0001023459,73,2712000.00,22432000.00,24291000.00,0.120899,1248.0,13127000.00,16143000.00,,,196916000.00,201427000.00,137831000.00,146484000.00
0001023994,50,-1831982.00,566354.00,285313.00,-3.234694,2676.0,-323755.00,-200833.00,-1308920.00,-1909521.00,6071524.00,49165227.00,36035707.00,35400776.00
0001024305,28,-280400000.00,1299100000.00,1281600000.00,-0.215842,282.0,832400000.00,791900000.00,,,11724300000.00,11470500000.00,11077100000.00,10228900000.00
0001024478,38,408000000.00,2001000000.00,2239000000.00,0.203898,1077.0,972000000.00,1125000000.00,,,10944000000.00,10993000000.00,11230000000.00,11256000000.00
0001024795,34,17000000.00,195500000.00,228400000.00,0.086957,2189.0,59900000.00,74900000.00,19000000.00,23900000.00,1505400000.00,1526300000.00,1514500000.00,1511700000.00
0001026655,30,2839000.00,61447000.00,58583000.00,0.046202,694.0,11783000.00,11978000.00,6099000.00,-9229000.00,209550000.00,223591000.00,228132000.00,242350000.00
0001027838,38,-4542000.00,61268000.00,75267000.00,-0.074133,1251.0,45346000.00,57614000.00,417000.00,-339000.00,297924000.00,280242000.00,273942000.00,272116000.00
0001029199,60,75200000.00,915500000.00,1011800000.00,0.082141,2616.0,,,1700000.00,-122000000.00,5834500000.00,6053500000.00,6488700000.00,6332000000.00
0001030192,10,1401254.00,7278536.00,14482286.00,0.192519,62.0,3698086.00,9564898.00,2414492.00,8786197.00,44021630.00,48067150.00,116238730.00,125969531.00
0001030894,36,128800000.00,2648600000.00,4047000000.00,0.048629,573.0,273900000.00,437200000.00,130300000.00,356300000.00,5988200000.00,5834900000.00,7213100000.00,8260000000.00
0001031203,55,233900000.00,5505300000.00,5407100000.00,0.042486,1846.0,891900000.00,877900000.00,158700000.00,92400000.00,9824200000.00,9887000000.00,10349600000.00,10062400000.00
0001031235,67,723667.00,3126304.00,3173754.00,0.231477,847.0,,,1069899.00,979931.00,65515024.00,65139599.00,64072646.00,63703755.00
0001031296,49,754000000.00,3765000000.00,4202000000.00,0.200266,1946.0,,,637000000.00,148000000.00,52044000000.00,52771000000.00,55904000000.00,56917000000.00
0001031308,73,115184000.00,370542000.00,424181000.00,0.310853,1120.0,304883000.00,350407000.00,219415000.00,193408000.00,3399807000.00,3402934000.00,3555167000.00,3523715000.00
0001032220,73,152968000.00,1361786000.00,1305967000.00,0.112329,1254.0,338821000.00,342264000.00,,,4058760000.00,4199772000.00,4208300000.00,4239174000.00
0001034054,67,334910000.00,664248000.00,703438000.00,0.504194,738.0,510582000.00,532102000.00,301175000.00,255085000.00,11417336000.00,10442917000.00,11575012000.00,11720844000.00
0001034670,37,254000000.00,2578000000.00,2753000000.00,0.098526,1637.0,478000000.00,526000000.00,77000000.00,-76000000.00,7804000000.00,8114000000.00,8644000000.00,8468000000.00
0001034760,73,-816431.00,33510039.00,40576030.00,-0.024364,1394.0,4778521.00,5597626.00,-3227591.00,-922487.00,71580516.00,71363856.00,79812285.00,85978075.00
0001034842,28,12773000.00,53333000.00,58818000.00,0.239495,170.0,,,-893000.00,2725000.00,163976000.00,175972000.00,513594000.00,504608000.00
0001035201,49,22345000.00,182701000.00,197334000.00,0.122304,1978.0,,,38421000.00,49387000.00,5180283000.00,5257751000.00,5671165000.00,5779749000.00
0001035267,38,578100000.00,2253400000.00,2770800000.00,0.256546,1059.0,1457700000.00,1830500000.00,581600000.00,911900000.00,18743200000.00,19220400000.00,20458700000.00,20111000000.00
0001035983,17,209098000.00,1831286000.00,2865332000.00,0.114181,2244.0,403416000.00,754412000.00,-87950000.00,388828000.00,4711088000.00,4569218000.00,6441169000.00,6938346000.00
0001036044,35,-5468000.00,5269000.00,7413000.00,-1.037768,932.0,132000.00,1291000.00,-3280000.00,-2835000.00,163225000.00,158735000.00,151337000.00,147634000.00
0001037868,38,454829000.00,1731971000.00,1928437000.00,0.262608,1057.0,,,417545000.00,451516000.00,14631169000.00,14877096000.00,16067543000.00,16309535000.00
0001037976,65,120000000.00,5746400000.00,6386500000.00,0.020883,2069.0,,,-767600000.00,-755000000.00,16763800000.00,16631100000.00,17801100000.00,17888300000.00
0001038074,36,-32080000.00,177714000.00,213500000.00,-0.180515,618.0,97777000.00,126998000.00,48128000.00,4934000.00,1222674000.00,1229496000.00,1269317000.00,1266461000.00
0001038277,38,-65016.00,3238900.00,2378924.00,-0.020073,1210.0,2032037.00,1150948.00,-5119.00,-72442.00,17160968.00,17565637.00,17836632.00,17187873.00
0001039280,73,1553398.00,20520677.00,21295535.00,0.075699,1279.0,8741773.00,11028642.00,,,59070129.00,58143579.00,62686147.00,71923376.00
0001039399,36,3269000.00,171356000.00,226144000.00,0.019077,586.0,64523000.00,86794000.00,23539000.00,44961000.00,1146215000.00,1156167000.00,1224362000.00,1255850000.00
0001039684,49,1220000000.00,8043000000.00,9618000000.00,0.151685,1962.0,,,904000000.00,934000000.00,64069000000.00,64263000000.00,66641000000.00,68203000000.00
0001040470,38,-1119000.00,18307000.00,10313000.00,-0.061124,1238.0,7183000.00,3368000.00,,,142280000.00,145607000.00,148734000.00,157046000.00
0001040829,67,116121000.00,587280000.00,664572000.00,0.197727,860.0,,,98219000.00,169244000.00,5217573000.00,5239107000.00,6181183000.00,6193781000.00
