cik,net_income,net_income_prior,revenue,total_assets,stockholders_equity,total_liabilities
1262823,-40000000,,2846000000,20711000000,10410000000,9790000000
1262976,-8238000,61057000,789468000,1878316000,-557515000,2415023000
1263364,-682888,,,281515,-5466342,5747857
1265131,42116000,35519000,,15812699000,2199712000,13583877000
1265521,-456855,-718790,4542,9808644,8142276,1666368
1266806,-6302000,,,35452000,11624000,23828000
1267238,146600000,,3074000000,34988400000,5234200000,29754200000
1267565,2417000,12536000,,1631388000,234434000,1396954000
1269026,-2292000,,,11449000,6092000,5357000
1270436,329000,,28740000,978050000,42004000,892390000
1271833,1837000000,,13735000000,149127000000,,
1272842,-1546000,,,46116000,30325000,15790000
1273441,-19280000,,,1662734000,393808000,
1273685,42155000,,,10004055000,1401946000,8585743000
1273813,176000000,,345000000,11938000000,5590000000,6281000000
1274173,120700000,,,7117400000,4694900000,1755400000
1274494,209535000,,844568000,12116665000,8187334000,3929331000
1274737,-3752000,,,40294000,6403000,33891000
1275014,-5000000,,,1891000000,872000000,954200000
1275101,842000,,,1011726000,68348000,943378000
1275158,-9057000,,,319450000,-13905000,333355000
1275168,13111000,,,4245057000,406451000,3838606000
1275187,-4407000,-10738000,,285415000,185870000,99545000
1275477,552570,,5529329,151439302,7373977,144065325
1276187,1323000000,,21020000000,126425000000,,
1276520,54000000,,1786000000,87256000000,8710000000,77575000000
1276531,339523,,19304723,54799624,33740265,23451781
1277902,3577000,9440000,,3019687000,310054000,2709633000
1278021,15065000,,,1878096000,1347313000,530783000
1278027,835000,,,2953810000,513094000,2440716000
1278752,30330000,,,3355699000,,1962439000
1279620,145858,,,16616349,6062978,10553371
1279704,-6604029,,,16042190,8253389,6406778
1279715,-256000,,,2185000,2075000,110000
1280058,4323000,,,2102400000,17477000,2084900000
1280263,-24328000,,,701918000,572716000,129202000
1280452,135052000,,,3705143000,3073629000,631514000
1280776,-25473000,,,20515000,-5287000,25802000
1280784,50337000,,,4031211000,2000630000,2030581000
1281761,490000000,,,159846000000,18530000000,141279000000
1281895,-61334000,,,471066000,412138000,58928000
1282224,-2329062,,12169711,58575201,9316329,49258872
1282631,-9487000,,,32424000,-13672000,46096000
1282637,125949000,,,3232924000,1519496000,1713428000
1282648,6023000,-22202000,47475000,506248000,-1762000,
1282980,-576123,,,443290,-920924,1364214
1283699,2953000000,,,214633000000,61105000000,
1284812,39778000,,,834865000,507687000,193513000
1285550,-6026000,,8485000,30070000,19987000,10083000
1285785,238100000,,2620900000,23165700000,11770900000,
1285819,-33460000,,,235161000,-213553000,
1286043,23730000,,221077000,6682508000,3267953000,3311035000
1286139,5127000,,,532666000,187212000,345454000
1286613,1944000,,,427432000,177780000,249652000
1286681,149651000,,1112056000,1877619000,-3912688000,
1287032,-139916000,-66000,,6996312000,3245364000,2118522000
1287098,-10261000,,10390000,229961000,199412000,30549000
1287213,148000,,,621040000,258885000,
1287750,241000000,,,28317000000,13672000000,14645000000
1287865,-118275000,,223799000,14853880000,4761024000,10091802000
1288403,-30577000,,,1024946000,-82796000,
1288469,-49713000,,,855281000,493175000,362106000
1288847,576000,11577000,,2089924000,664286000,1425638000
1288855,3870000,,,977468000,108003000,869465000
1289237,-10583000,,0,229128000,,10067000
1289340,-5823000,,,45705000,2880000,37529000
1289490,270875000,,819997000,28993918000,13886787000,14215415000
1289848,24536000,,404141000,1363566000,494284000,
1289945,5196000,,,204476000,151738000,52738000
1290658,-157211,,0,172244,-3530332,2862576
1290677,14395000,2416000,,564552000,,361115000
1290900,-4312000,,,419823000,136656000,283167000
1293818,-408133,,0,9418517,7054203,2364314
1294133,-6174000,,82280000,308412000,197952000,110460000
1295401,57173000,,,9385727000,829687000,8556040000
1295514,-629354,,,4975551,2241996,2733555
1296445,40362000,,,5838947000,2461204000,3243601000
1296884,-7546000,,12368000,438112000,158339000,280331000
1297184,25285000,,170528000,1626276000,,874993000
1297341,7000,13000,,380737000,48152000,332585000
1297989,66561000,,501019000,1676411000,1011877000,664534000
1297996,109974000,,1407637000,45080562000,21295598000,21902406000
1298946,11857000,,,3101597000,1564896000,1527945000
1299130,-426075000,,,860789000,91638000,769151000
1299709,105206000,104687000,,23981154000,2603900000,21377254000
1299969,1589000,,,62807000,53717000,9090000
1300514,352000000,324000000,2862000000,21247000000,2699000000,18214000000
1301236,4684841,,48312344,418088238,46065925,373427887
1301787,2805000,,,1633470000,636114000,997356000
1302387,2099000,,,921938000,198073000,723865000
1304409,102858,45418,,6819056,6257314,561742
1306830,-24000000,,,23197000000,5137000000,
1307579,-2351392,,,31721406,15059198,17504802
1307748,6792000,,73771000,2605505000,1744806000,860699000
1307954,-5000000,,,7232000000,2951000000,4061000000
1308027,-538282,,,549903,-5795053,
1308208,6014000,,,1800205000,646402000,
1309082,-2717093,,6229335,40187675,-48139241,81114713
1309108,71500000,,636600000,13964400000,810400000,13154000000
1309402,-72906000,,601515000,1666572000,797507000,859384000
1310383,-430000,,3268000,69845000,24695000,45004000
1310488,-935457,,,13799,-262049,275041
1310630,-103555,,41,461819,-954953,
1311370,60375000,,669164000,4232067000,603028000,3499703000
1311673,-9200,,,6282,-136157,142439
1314102,-45195000,,,362564000,298396000,64168000
1314152,-5548000,,102071000,4996415000,1613251000,2981895000
1315098,-215000000,,,7452249000,310687000,7155654000
1315257,-13900000,,,1890800000,498000000,1392500000
1315399,7778000,,,2141855000,305942000,1835913000
1316835,96304000,,,11447615000,4374160000,7073455000
1317630,127000000,,440000000,14010000000,3045000000,10965000000
1317945,3568000,,,102754000,83256000,19479000
1318008,-14330000,,,599100000,298478000,300622000
1318220,241510000,,2228176000,20254497000,8014180000,12240317000
1318268,-709477,,,90921,-21095772,21186693
1318482,60142,,2738303,10219855,8030699,2189156
1318605,409000000,,19335000000,125111000000,74653000000,49693000000
1318742,202839000,,,21294996000,1333909000,19961087000
1319229,-7609000,,167627000,1315002000,,1694525000
1319643,-153112,,,800,-151969,152769
1319947,-17816000,-38168000,686909000,2093318000,,1827624000
1320350,-27345000,,14159000,72959000,-22141000,81316000
1320414,56681000,-16050000,,5696003000,1719394000,3649966000
1320461,1552000,,,1800082000,-114708000,1922384000
1320695,-31800000,,,3927300000,1518900000,2408400000
1320760,2979000,,98959000,113539000,9391000,104148000
1321655,214031000,,,6736917000,5424155000,1217944000
1321732,39223000,,324140000,1593307000,1212882000,380425000
1321834,-1124743,,,18780598,8690909,4938588
1323468,18684000,,4592197000,3818565000,,3123069000
1323885,-6747000,,,591631000,454619000,137012000
1324424,-200000000,,,26114000000,1072000000,
1324759,37500,,,243087,-193703,373913
1325618,4687000,,19511000,101729435,90055000,11675005
1325670,22636000,,,3697310000,375563000,3321747000
1325676,3925347,-1608222,,126412501,,3520202
1325702,-8878000,,44722000,373867000,269201000,104666000
1325964,-4697024,,22917,35639560,31549588,4089972
1326110,-129646000,,16517000,303759000,-591431000,894241000
1326160,1379000000,,,195736000000,50670000000,
1326190,-19575000,,5000,157263000,142162000,15101000
1326200,-11923000,,71269000,1038530000,903205000,133879000
1326205,-1198000,-1829000,330000,8747000,6330000,2417000
1326380,44800000,,732400000,7502600000,4987400000,2515200000
1326706,-1872000,,,44105000,35675000,8430000
1326732,-48418000,,,904689000,639874000,264815000
1326801,16644000000,,,280213000000,185029000000,95184000000
1327068,40302537,96345125,42404806,1056024441,,79576330
1327273,-8547000,,,56316000,3872000,52444000
1327318,-10136000,,,145005000,111096000,33909000
1327567,262000000,267000000,,22002800000,7230000000,14772300000
1327607,4185000,,24718000,2906300000,256555000,2649745000
1327688,-141000,,,148770000,87710000,61060000
1327811,68000000,,,17212000000,8919000000,8293000000
1327978,-18026000,,116385000,5584866000,691620000,4268159000
1328237,69170692,,,1362940018,1359189391,3750627
1328581,40348000,,,3481644000,2127077000,
1328598,574500,,745943,234514565,,69615
1329606,-660058,,,8965691,1635842,7329849
1331421,-728927,,,60162,-1286302,1346464
1331520,115209000,,,22992203000,4042555000,18949648000
1331875,83000000,,2729000000,98209000000,7893000000,89412000000
1332349,-64979000,,,6205691000,146719000,6057556000
1333274,-22339000,,,2336167000,437351000,1898816000
1333493,1950000,,,1137162000,581623000,207554000
1333986,63000000,,4576000000,287366000000,2401000000,282872000000
1334036,160103000,,,5066116000,1969593000,3096523000
1334933,-30212000,-10234000,0,1007810000,892792000,115018000
1334978,62509000,-17877000,334180000,3990886000,,7411610000
1335105,-709555,,,1514228,1159130,
1335258,23203000,,3382117000,21827118000,105995000,
1336047,206600000,,618600000,9849600000,,
1336706,17247000,,,5859655000,586522000,5273133000
1336920,363000000,,4245000000,13197000000,4257000000,8895000000
1337013,-267000,,34716000,104282000,55148000,49134000
1337298,-18094000,,,233417000,194205000,39212000
1338749,25805000,,,3255191000,2009893000,1245298000
1338929,-1413629,,153314,4295385,-2529380,6824765
1339005,-5896839,,,13277803,1996717,11281086
1339688,-2318000,,,15271000,,6622000
1339970,-14880000,,,97245000,75050000,
1340476,-661000,,41295000,111867000,39201000,72666000
1341235,-9929501,,,93195717,63598577,29597140
1341317,9633000,,,5136808000,468975000,4667833000
1341439,2936000000,3151000000,,161378000000,16730000000,
1341766,44419000,,,1859518000,443114000,591916000
1342936,-554539,-3023231,,20724342,-4762507,25486849
1345016,24391000,,,985203000,728018000,257185000
1345126,-29993000,-43600000,,3366948000,680736000,2853303000
1346830,-9579000,,,38947000,-100625000,47020000
1347123,-10554000,,,75500875,14559000,60942115
1347178,-29494000,,50041000,631936000,511417000,120519000
1347242,-1306523,,129390,4856051,4079204,776847
1347858,-4328000,,,21458000,3625000,17833000
1348911,-51836000,-48509000,,250770000,116758000,155379000
1349436,13049000,,,588259000,464913000,123346000
1350102,-1674296,,,6172992,2577318,3595674
1350156,-13463,-13666,0,3,-2423913,2427938
1350653,-51907000,,,785473000,-85939000,
1351636,-1484000,,,136309000,73844000,62465000
1352010,73482000,,,4723612000,3642634000,1080396000
1352952,-2503610,,2283,7374723,-20393811,27768534
1353611,354429,,406205,55941705,,18707
1353612,122723,,189029,67964848,,24934
1353613,-435228,,0,549055814,,175213
1353614,225581,,287699,61773366,,23179
1353615,-139737,,0,165601072,,52512
1354866,1662000,,,77450000,60136000,17314000
1355096,-100000000,,,8981000000,-981000000,9874000000
1355790,-256000,,,5624000,-4086000,5410000
1355839,808530,,5518038,31138424,21075821,10062603
1355848,-6526000,,9504000,71701000,28633000,41644000
1356090,-54153000,,,128787000,-14060000,113329000
1356093,3368000,,,66991000,29870000,37121000
1356115,-34318000,,29074000,1179554000,802715000,381554000
1356576,-11827000,,,1347290000,1030705000,316585000
1357459,-2230000,,,8190000,5331000,2859000
1357615,116000000,,,6847000000,1417000000,5417000000
1357874,-20565000,,,124411000,49337000,75074000
1358190,-3503785,,10897266,175204130,152776980,22427150
1358633,-472226,,,25684,-1712413,1361917
1359841,-9456000,-12880000,,3821230000,43446000,3777784000
1359931,-11914000,,,168559000,158484000,10075000
1360214,-17780000,,,364164000,56451000,308068000
1360442,-107364,-925786,184473,1718693,-1542952,1954929
1360565,31000,,,15212000,9591000,5621000
1360604,-44873000,,298977000,10496269000,5078270000,5349427000
1360901,146184000,,699022000,3271115000,1506560000,1519460000
1361113,-35783000,,,1577094000,367743000,
1361538,44200000,54000000,,4217488000,1445700000,2771748000
1361658,73000000,,934000000,6764000000,-903000000,7667000000
1362004,26851000,,,2075098000,968868000,1106230000
1362190,-1469000,,9733000,33120000,7946000,25174000
1362468,32102000,,699074000,4503862000,1112731000,3391131000
1364250,39800000,,251535000,9577963000,2046377000,5924069000
1364479,-18000000,,861000000,7705000000,1358000000,6347000000
1364885,-612900000,,1521800000,6477500000,-3199100000,
1364954,-17484000,,,438769000,185671000,253098000
1365135,123500000,,983600000,8337900000,,7398500000
1366868,-17331000,,,1729151000,344344000,1384807000
1367644,68000000,,,1426100000,552700000,873400000
1367859,3197000,2702000,,1779963000,180051000,1599912000
1367993,-12802,,263638,4572,-240779,245351
1368265,-134967000,,,1116592000,596704000,513694000
1368514,26904000,,,510569000,373419000,137150000
1368757,2947000,,20766000,532879000,6929000,522964000
1369290,-3465058,,,40867327,21687064,19180263
1369568,56737000,,,908872000,794283000,114589000
1370053,-39329000,,,422053000,34021000,
1370450,4687000,7688000,,471158000,245516000,225642000
1370637,-52096000,,,2120802000,-910299000,3031101000
1370755,20894588,,,1898903559,781318924,1117584635
1370946,-93000000,,2530000000,14266000000,4882000000,9342000000
1371128,-476094,-462779,,1674452,-1784321,
1371451,-479705,8308,,67719949,,
1371489,1488000,,,202365000,95036000,107329000
1372020,33416000,,,1233448000,479944000,753504000
1372299,-15350000,,,64460000,15914000,48546000
1372514,-2192980,,0,34019862,23700385,10319475
1372612,8194000,,,1641369000,-280133000,1426786000
1372807,-82000,-2540000,,438780000,173511000,265269000
1373670,75059000,,489320000,2273267000,1690912000,515259000
1373715,460000000,,,20972000000,10139000000,10833000000
1374310,250600000,,,8667300000,4452100000,4215200000
1374328,2018000,,,62193000,38918000,23275000
1374339,-7347903,,,13646671,9471731,4174940
1374567,-88000,193000,5846000,9076000,2752000,6324000
1374690,-29281000,,,170175000,144271000,25904000
1375205,-10898000,,,182873000,123099000,
1375348,-13669,-23423,,7255,-870563,877818
1375365,108777000,320596000,,10738525000,6379319000,4359046000
1376139,-123000000,,1646000000,4251000000,580000000,
1376227,208820056,53733843,210754261,446351688,,25424811
1376231,-290864,,933328,2325524,,1898109
1376321,-531000,,,9541000,3111000,6369000
1376339,7023000,,,270420000,202776000,67644000
1376793,-230000,579000,122000,576000,299000,277000
1377121,-11655000,,,742132000,689052000,53080000
1377149,-920800,,,3913633,-41200335,45113968
1377630,-30700000,,,503800000,370800000,133000000
1377789,3528000,4495000,,628337000,256116000,372221000
1378950,-15283000,,,216455000,72770000,143685000
1379006,-2216783,-2027491,,10031960,8833049,
1379041,12800000,,202600000,3556900000,1075700000,2481200000
1380106,-11263000,,,85434000,65491000,19943000
1381531,6000000,,,7307000000,2607000000,
1382101,-75968000,,,321430000,-25811000,347241000
1382574,-3063997,,10258,84178330,81162760,25195770
1383057,27345772,,,203288265,203176093,112172
1383058,2692631,,,202424196,202308029,116167
